steering,left_speed,right_speed
0,10,10
0,20,20
0,30,30
0,40,40
0,50,50
0,60,60
0,70,70
0,80,80
0,90,90
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,100,100
0,90,90
0,80,80
-1,80,80
-2,80,80
-3,80,80
-4,80,80
-5,80,80
-6,80,80
-7,80,80
-7,80,80
-7,80,80
-7,80,80
-7,80,80
-7,90,90
-7,80,80
-6,80,80
-5,80,80
-4,80,80
-3,80,80
-2,80,80
-1,80,80
0,80,80
1,80,80
2,80,80
2,90,90
2,90,90
2,100,100
2,100,100
2,100,100
2,100,100
2,100,100
2,100,100
2,100,100
1,100,100
0,100,100
-1,100,100
-2,100,100
-3,100,100
-4,100,100
-5,100,100
-6,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-6,100,100
-5,100,100
-4,100,100
-3,100,100
-2,100,100
-1,100,100
-1,100,100
-1,100,100
-1,100,100
-1,100,100
-1,100,100
-2,100,100
-3,100,100
-4,100,100
-5,100,100
-6,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-6,100,100
-5,100,100
-4,100,100
-3,100,100
-2,100,100
-1,100,100
0,100,100
1,100,100
2,100,100
3,100,100
4,100,100
4,100,100
4,100,100
4,100,100
4,100,100
3,100,100
2,100,100
1,100,100
0,100,100
-1,100,100
-2,100,100
-3,100,100
-4,100,100
-5,100,100
-6,100,100
-7,100,100
-7,100,100
-7,100,100
-6,100,100
-5,100,100
-4,100,100
-3,100,100
-2,100,100
-1,100,100
-2,100,100
-3,100,100
-4,100,100
-5,100,100
-6,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-6,100,100
-5,100,100
-4,100,100
-3,100,100
-2,100,100
-1,100,100
-1,100,100
-1,100,100
-2,100,100
-3,100,100
-3,100,100
-3,100,100
-3,100,100
-3,100,100
-3,100,100
-3,100,100
-3,100,100
-3,100,100
-3,100,100
-3,100,100
-2,100,100
-1,100,100
0,100,100
1,100,100
2,100,100
3,100,100
4,100,100
5,100,100
6,100,100
7,100,100
7,100,100
7,100,100
6,100,100
5,100,100
4,100,100
3,100,100
2,100,100
1,100,100
0,100,100
-1,100,100
-2,100,100
-3,100,100
-4,100,100
-5,100,100
-6,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
-7,100,100
